video_id,filename,filepath,priority,word_count,character_count
TcUzZ4fVtG4,TcUzZ4fVtG4.en-orig.txt,data/transcripts/TcUzZ4fVtG4.en-orig.txt,1,509,2994
Tqk_H51lqr0,Tqk_H51lqr0.en-orig.txt,data/transcripts/Tqk_H51lqr0.en-orig.txt,1,9834,63560
Tx1dODB8ox0,Tx1dODB8ox0.txt,data/transcripts/Tx1dODB8ox0.txt,4,6766,36163
ULYfXTvQRgw,ULYfXTvQRgw.en-orig.txt,data/transcripts/ULYfXTvQRgw.en-orig.txt,1,78,438
UV-kfLDCDHE,UV-kfLDCDHE.en-orig.txt,data/transcripts/UV-kfLDCDHE.en-orig.txt,1,570,2827
Ug8OoFAFfZ0,Ug8OoFAFfZ0.en.txt,data/transcripts/Ug8OoFAFfZ0.en.txt,2,758,4394
Uj7KlwPMsKU,Uj7KlwPMsKU.en-orig.txt,data/transcripts/Uj7KlwPMsKU.en-orig.txt,1,584,3410
UnNImpebWA8,UnNImpebWA8.en-orig.txt,data/transcripts/UnNImpebWA8.en-orig.txt,1,4473,24003
UwKuh0x56dM,UwKuh0x56dM.en-orig.txt,data/transcripts/UwKuh0x56dM.en-orig.txt,1,117,617
Ux0Cc9Gj5R8,Ux0Cc9Gj5R8.en.txt,data/transcripts/Ux0Cc9Gj5R8.en.txt,2,5120,29832
V-f6lHtjtKo,V-f6lHtjtKo.en-orig.txt,data/transcripts/V-f6lHtjtKo.en-orig.txt,1,904,4820
V4QOUPfdhzk,V4QOUPfdhzk.txt,data/transcripts/V4QOUPfdhzk.txt,4,2315,17584
VHEbukPnpoU,VHEbukPnpoU.txt,data/transcripts/VHEbukPnpoU.txt,4,196,787
VR0brYQrBTA,VR0brYQrBTA.txt,data/transcripts/VR0brYQrBTA.txt,4,660,3559
Vk6H0oT1n2U,Vk6H0oT1n2U.en.txt,data/transcripts/Vk6H0oT1n2U.en.txt,2,119,719
VuvYdsYQnH4,VuvYdsYQnH4.txt,data/transcripts/VuvYdsYQnH4.txt,4,336,2008
WByunqNwPQU,WByunqNwPQU.en.txt,data/transcripts/WByunqNwPQU.en.txt,2,174,904
WMFphvkfX1E,WMFphvkfX1E.txt,data/transcripts/WMFphvkfX1E.txt,4,6166,34174
WXuj8s3xYo8,WXuj8s3xYo8.en.txt,data/transcripts/WXuj8s3xYo8.en.txt,2,958,5563
WrMB_KCXHPg,WrMB_KCXHPg.txt,data/transcripts/WrMB_KCXHPg.txt,4,2577,15732
WxdR0Vmm8QA,WxdR0Vmm8QA.en-orig.txt,data/transcripts/WxdR0Vmm8QA.en-orig.txt,1,8,59
X-AEzhkysCg,X-AEzhkysCg.en-orig.txt,data/transcripts/X-AEzhkysCg.en-orig.txt,1,8,65
X3FKttoVT8k,X3FKttoVT8k.txt,data/transcripts/X3FKttoVT8k.txt,4,10000,50356
X7C8INDnWh0,X7C8INDnWh0.en-orig.txt,data/transcripts/X7C8INDnWh0.en-orig.txt,1,8,45
XZtA3D5fdJs,XZtA3D5fdJs.txt,data/transcripts/XZtA3D5fdJs.txt,4,7797,42175
XaQqwIuvDnM,XaQqwIuvDnM.en-orig.txt,data/transcripts/XaQqwIuvDnM.en-orig.txt,1,340,1853
Xqxd3CR-EOg,Xqxd3CR-EOg.en-orig.txt,data/transcripts/Xqxd3CR-EOg.en-orig.txt,1,13314,69781
YdBlP7DlYek,YdBlP7DlYek.en-orig.txt,data/transcripts/YdBlP7DlYek.en-orig.txt,1,1882,10412
YfPwMRCAzj4,YfPwMRCAzj4.txt,data/transcripts/YfPwMRCAzj4.txt,4,14091,65296
YjFYaNyfq4Y,YjFYaNyfq4Y.en.txt,data/transcripts/YjFYaNyfq4Y.en.txt,2,878,5041
Z6jMEMLRfXI,Z6jMEMLRfXI.txt,data/transcripts/Z6jMEMLRfXI.txt,4,2681,13342
Z8ASYVjkEOg,Z8ASYVjkEOg.en-orig.txt,data/transcripts/Z8ASYVjkEOg.en-orig.txt,1,572,3072
ZEzs6A3wiW0,ZEzs6A3wiW0.txt,data/transcripts/ZEzs6A3wiW0.txt,4,1198,6528
ZFuazWOx7eQ,ZFuazWOx7eQ.en-orig.txt,data/transcripts/ZFuazWOx7eQ.en-orig.txt,1,27,170
ZNmXEDIpuXg,ZNmXEDIpuXg.txt,data/transcripts/ZNmXEDIpuXg.txt,4,7138,40247
ZO0yj8NEb4g,ZO0yj8NEb4g.txt,data/transcripts/ZO0yj8NEb4g.txt,4,959,4458
ZQt8OSTmXj0,ZQt8OSTmXj0.en.txt,data/transcripts/ZQt8OSTmXj0.en.txt,2,3810,23737
Zb3NOnN70pQ,Zb3NOnN70pQ.txt,data/transcripts/Zb3NOnN70pQ.txt,4,6597,44926
ZbicnLm4Upw,ZbicnLm4Upw.txt,data/transcripts/ZbicnLm4Upw.txt,4,1605,8173
Zfeh1FUs-Ho,Zfeh1FUs-Ho.en.txt,data/transcripts/Zfeh1FUs-Ho.en.txt,2,1331,7665
Zw9gOSluAgs,Zw9gOSluAgs.en-orig.txt,data/transcripts/Zw9gOSluAgs.en-orig.txt,1,814,4318
_RfGDud954c,_RfGDud954c.en-orig.txt,data/transcripts/_RfGDud954c.en-orig.txt,1,9555,49918
_W9uV2M5Lk4,_W9uV2M5Lk4.en-orig.txt,data/transcripts/_W9uV2M5Lk4.en-orig.txt,1,132,764
aFcZReES734,aFcZReES734.en-orig.txt,data/transcripts/aFcZReES734.en-orig.txt,1,1042,6346
aJcRd6zIqUw,aJcRd6zIqUw.txt,data/transcripts/aJcRd6zIqUw.txt,4,804,4350
aJouQlY2EXA,aJouQlY2EXA.en-orig.txt,data/transcripts/aJouQlY2EXA.en-orig.txt,1,1642,8996
aRZPKYnfYS0,aRZPKYnfYS0.en-orig.txt,data/transcripts/aRZPKYnfYS0.en-orig.txt,1,93027,520233
acHlKJjhxBs,acHlKJjhxBs.txt,data/transcripts/acHlKJjhxBs.txt,4,117,774
acfiSv4S9aY,acfiSv4S9aY.en-orig.txt,data/transcripts/acfiSv4S9aY.en-orig.txt,1,2671,14438
ad8IrsK5oTc,ad8IrsK5oTc.en.txt,data/transcripts/ad8IrsK5oTc.en.txt,2,244,1578
agqZWtuol2E,agqZWtuol2E.txt,data/transcripts/agqZWtuol2E.txt,4,15200,76533
atFX3FjIx4Y,atFX3FjIx4Y.en-orig.txt,data/transcripts/atFX3FjIx4Y.en-orig.txt,1,17772,91033
azMcABrZNuo,azMcABrZNuo.en-orig.txt,data/transcripts/azMcABrZNuo.en-orig.txt,1,7883,43370
bLV-SO_FDbA,bLV-SO_FDbA.en.txt,data/transcripts/bLV-SO_FDbA.en.txt,2,6,43
bPeRBLQeSDw,bPeRBLQeSDw.txt,data/transcripts/bPeRBLQeSDw.txt,4,1494,6693
bfagZf_1n-s,bfagZf_1n-s.txt,data/transcripts/bfagZf_1n-s.txt,4,2016,10673
bq_vX0Uz9SA,bq_vX0Uz9SA.en-orig.txt,data/transcripts/bq_vX0Uz9SA.en-orig.txt,1,406,2479
cMqkFWlaguo,cMqkFWlaguo.en-orig.txt,data/transcripts/cMqkFWlaguo.en-orig.txt,1,2328,12497
cU34euFNPN0,cU34euFNPN0.en-orig.txt,data/transcripts/cU34euFNPN0.en-orig.txt,1,243,1328
cbQTJMmoqic,cbQTJMmoqic.txt,data/transcripts/cbQTJMmoqic.txt,4,17913,92029
cpePPqa-iYw,cpePPqa-iYw.en-orig.txt,data/transcripts/cpePPqa-iYw.en-orig.txt,1,660,3459
cyUhWpbpho8,cyUhWpbpho8.en-orig.txt,data/transcripts/cyUhWpbpho8.en-orig.txt,1,1475,7420
d5rD6w6zgpQ,d5rD6w6zgpQ.en-orig.txt,data/transcripts/d5rD6w6zgpQ.en-orig.txt,1,3071,17081
dIiWtTgIfvI,dIiWtTgIfvI.txt,data/transcripts/dIiWtTgIfvI.txt,4,341,2053
dLYgy46XqCA,dLYgy46XqCA.txt,data/transcripts/dLYgy46XqCA.txt,4,644,3787
dPGr8P5zcsE,dPGr8P5zcsE.en.txt,data/transcripts/dPGr8P5zcsE.en.txt,2,512,2768
dvwixpYQqpo,dvwixpYQqpo.txt,data/transcripts/dvwixpYQqpo.txt,4,111,623
dzFhf3u6hFQ,dzFhf3u6hFQ.en-orig.txt,data/transcripts/dzFhf3u6hFQ.en-orig.txt,1,436,2494
eZHXGH0ZrSo,eZHXGH0ZrSo.txt,data/transcripts/eZHXGH0ZrSo.txt,4,1313,6805
ekcmhzhKMoM,ekcmhzhKMoM.en-orig.txt,data/transcripts/ekcmhzhKMoM.en-orig.txt,1,276,1472
ewA_8ffCVds,ewA_8ffCVds.txt,data/transcripts/ewA_8ffCVds.txt,4,467,2593
fe3HotuqUxA,fe3HotuqUxA.txt,data/transcripts/fe3HotuqUxA.txt,4,785,3923
fhbbwc5Q74I,fhbbwc5Q74I.en.txt,data/transcripts/fhbbwc5Q74I.en.txt,2,1158,6386
fi98oUBFJv0,fi98oUBFJv0.en-orig.txt,data/transcripts/fi98oUBFJv0.en-orig.txt,1,687,3748
fvsC4x4VBpM,fvsC4x4VBpM.en.txt,data/transcripts/fvsC4x4VBpM.en.txt,2,8314,46601
fys2jjfYeYw,fys2jjfYeYw.en-orig.txt,data/transcripts/fys2jjfYeYw.en-orig.txt,1,126,653
g1H49l0pL98,g1H49l0pL98.en-orig.txt,data/transcripts/g1H49l0pL98.en-orig.txt,1,3001,16446
g1oTXSPqPAY,g1oTXSPqPAY.txt,data/transcripts/g1oTXSPqPAY.txt,4,13403,59009
gJk-AgfvS_4,gJk-AgfvS_4.en-orig.txt,data/transcripts/gJk-AgfvS_4.en-orig.txt,1,2012,10628
gNQyUal5xhQ,gNQyUal5xhQ.txt,data/transcripts/gNQyUal5xhQ.txt,4,2523,13312
gQ03slMQ8ko,gQ03slMQ8ko.en-orig.txt,data/transcripts/gQ03slMQ8ko.en-orig.txt,1,334,2243
gSpwZOzqbWI,gSpwZOzqbWI.en.txt,data/transcripts/gSpwZOzqbWI.en.txt,2,6367,34364
gk7YtCg32HA,gk7YtCg32HA.txt,data/transcripts/gk7YtCg32HA.txt,4,1835,10429
gpXdaM7_P6U,gpXdaM7_P6U.en-orig.txt,data/transcripts/gpXdaM7_P6U.en-orig.txt,1,18,121
h8Kn1BcuLjE,h8Kn1BcuLjE.en-orig.txt,data/transcripts/h8Kn1BcuLjE.en-orig.txt,1,1871,9232
hDRgMd6DmIo,hDRgMd6DmIo.en-orig.txt,data/transcripts/hDRgMd6DmIo.en-orig.txt,1,8,53
hJbRpHZr_d0,hJbRpHZr_d0.en-orig.txt,data/transcripts/hJbRpHZr_d0.en-orig.txt,1,9314,48347
hnOJOa6X-tI,hnOJOa6X-tI.txt,data/transcripts/hnOJOa6X-tI.txt,4,650,3322
hnjw5VT6Wvo,hnjw5VT6Wvo.txt,data/transcripts/hnjw5VT6Wvo.txt,4,129,694
iHwQb0U3ioA,iHwQb0U3ioA.txt,data/transcripts/iHwQb0U3ioA.txt,4,7434,47366
ipitZ_o2ut4,ipitZ_o2ut4.en-orig.txt,data/transcripts/ipitZ_o2ut4.en-orig.txt,1,112,626
iqFu1awvhws,iqFu1awvhws.en-orig.txt,data/transcripts/iqFu1awvhws.en-orig.txt,1,1362,7390
jjIdKAP6PEM,jjIdKAP6PEM.en-orig.txt,data/transcripts/jjIdKAP6PEM.en-orig.txt,1,7130,36900
jwT2IjDGov8,jwT2IjDGov8.en-orig.txt,data/transcripts/jwT2IjDGov8.en-orig.txt,1,5540,30520
k4ShTgGxw2c,k4ShTgGxw2c.txt,data/transcripts/k4ShTgGxw2c.txt,4,11687,64632
kD5FRSTMquw,kD5FRSTMquw.en-orig.txt,data/transcripts/kD5FRSTMquw.en-orig.txt,1,1032,5178
kf5vQsizv4Q,kf5vQsizv4Q.en.txt,data/transcripts/kf5vQsizv4Q.en.txt,2,14,102
l43cXcxA2Pk,l43cXcxA2Pk.en-orig.txt,data/transcripts/l43cXcxA2Pk.en-orig.txt,1,1584,8023
lUr2dWL-2sg,lUr2dWL-2sg.en-orig.txt,data/transcripts/lUr2dWL-2sg.en-orig.txt,1,342,2080
lgr6pC8NZ7c,lgr6pC8NZ7c.en-orig.txt,data/transcripts/lgr6pC8NZ7c.en-orig.txt,1,2064,12067
lhw5-pJoPNk,lhw5-pJoPNk.en.txt,data/transcripts/lhw5-pJoPNk.en.txt,2,2161,11941
lk-cywvWusY,lk-cywvWusY.en-orig.txt,data/transcripts/lk-cywvWusY.en-orig.txt,1,795,4252
lpphjLp9dW0,lpphjLp9dW0.en-orig.txt,data/transcripts/lpphjLp9dW0.en-orig.txt,1,11481,61209
mJGq4os7l7g,mJGq4os7l7g.en-orig.txt,data/transcripts/mJGq4os7l7g.en-orig.txt,1,15321,81386
mZVIoVj-L4A,mZVIoVj-L4A.en-orig.txt,data/transcripts/mZVIoVj-L4A.en-orig.txt,1,53,279
n0sFQHoOSxI,n0sFQHoOSxI.en-orig.txt,data/transcripts/n0sFQHoOSxI.en-orig.txt,1,26566,146470
n2iIQ7PTTXc,n2iIQ7PTTXc.en.txt,data/transcripts/n2iIQ7PTTXc.en.txt,2,505,3009
n5TVO7Cyd9c,n5TVO7Cyd9c.en-orig.txt,data/transcripts/n5TVO7Cyd9c.en-orig.txt,1,3576,18634
n6HfFdQvkws,n6HfFdQvkws.txt,data/transcripts/n6HfFdQvkws.txt,4,105,562
nO7_sRZY8FM,nO7_sRZY8FM.en-orig.txt,data/transcripts/nO7_sRZY8FM.en-orig.txt,1,264,1411
nYEYlAKv-d0,nYEYlAKv-d0.en-orig.txt,data/transcripts/nYEYlAKv-d0.en-orig.txt,1,19,156
nma3F37U1iw,nma3F37U1iw.en-orig.txt,data/transcripts/nma3F37U1iw.en-orig.txt,1,1088,5715
nrp-g2BQ1FA,nrp-g2BQ1FA.txt,data/transcripts/nrp-g2BQ1FA.txt,4,6854,39259
nz5ureft4mQ,nz5ureft4mQ.txt,data/transcripts/nz5ureft4mQ.txt,4,551,3017
o5y-RR-OqjU,o5y-RR-OqjU.en-orig.txt,data/transcripts/o5y-RR-OqjU.en-orig.txt,1,12061,65567
o7k5hYchTrg,o7k5hYchTrg.en-orig.txt,data/transcripts/o7k5hYchTrg.en-orig.txt,1,661,3383
oUjU4PSdpGY,oUjU4PSdpGY.en.txt,data/transcripts/oUjU4PSdpGY.en.txt,2,72,350
ohIQbrp5ifg,ohIQbrp5ifg.en-orig.txt,data/transcripts/ohIQbrp5ifg.en-orig.txt,1,779,4411
otGmdJKC1mE,otGmdJKC1mE.en-orig.txt,data/transcripts/otGmdJKC1mE.en-orig.txt,1,5487,30206
pNDR2cHqdZ4,pNDR2cHqdZ4.txt,data/transcripts/pNDR2cHqdZ4.txt,4,3747,21043
pODBBQE637I,pODBBQE637I.txt,data/transcripts/pODBBQE637I.txt,4,617,3548
pVMoE6ISi0c,pVMoE6ISi0c.txt,data/transcripts/pVMoE6ISi0c.txt,4,4217,23406
pVpQ0sMPXvs,pVpQ0sMPXvs.en-orig.txt,data/transcripts/pVpQ0sMPXvs.en-orig.txt,1,492,2443
pW_P1E4g3v8,pW_P1E4g3v8.en-orig.txt,data/transcripts/pW_P1E4g3v8.en-orig.txt,1,1235,7432
pw7b_iHlpJ8,pw7b_iHlpJ8.en-orig.txt,data/transcripts/pw7b_iHlpJ8.en-orig.txt,1,425,2285
q10D3JUegmE,q10D3JUegmE.en-orig.txt,data/transcripts/q10D3JUegmE.en-orig.txt,1,1964,10137
q5m6tMjcF8k,q5m6tMjcF8k.en-orig.txt,data/transcripts/q5m6tMjcF8k.en-orig.txt,1,2554,13830
qAaqF8kgN4M,qAaqF8kgN4M.txt,data/transcripts/qAaqF8kgN4M.txt,4,5124,25661
qUipY3hkyuk,qUipY3hkyuk.txt,data/transcripts/qUipY3hkyuk.txt,4,2285,13238
q_0aUDl_DyU,q_0aUDl_DyU.txt,data/transcripts/q_0aUDl_DyU.txt,4,4659,24399
qaEJuCjQyy0,qaEJuCjQyy0.en.txt,data/transcripts/qaEJuCjQyy0.en.txt,2,1373,7703
qbpqq7VB8ek,qbpqq7VB8ek.txt,data/transcripts/qbpqq7VB8ek.txt,4,4923,22299
qk_bP48As5w,qk_bP48As5w.en-orig.txt,data/transcripts/qk_bP48As5w.en-orig.txt,1,882,4707
qmdbYk9dlpk,qmdbYk9dlpk.en-orig.txt,data/transcripts/qmdbYk9dlpk.en-orig.txt,1,6,43
qwJuri4y-h4,qwJuri4y-h4.en-orig.txt,data/transcripts/qwJuri4y-h4.en-orig.txt,1,38057,187631
qxBnGIqKflU,qxBnGIqKflU.en-orig.txt,data/transcripts/qxBnGIqKflU.en-orig.txt,1,47142,253793
r-rr9x4b3SU,r-rr9x4b3SU.en-orig.txt,data/transcripts/r-rr9x4b3SU.en-orig.txt,1,865,4582
rcSz2VMCCKU,rcSz2VMCCKU.en-orig.txt,data/transcripts/rcSz2VMCCKU.en-orig.txt,1,269,1617
ridpX-gHIv4,ridpX-gHIv4.txt,data/transcripts/ridpX-gHIv4.txt,4,39688,191643
riuwPHJ92l4,riuwPHJ92l4.txt,data/transcripts/riuwPHJ92l4.txt,4,301,1464
rjLFmSXiNS8,rjLFmSXiNS8.en-orig.txt,data/transcripts/rjLFmSXiNS8.en-orig.txt,1,11243,59301
rsD7BTTzAJk,rsD7BTTzAJk.txt,data/transcripts/rsD7BTTzAJk.txt,4,6520,37485
rtF8Y8JOMdQ,rtF8Y8JOMdQ.en.txt,data/transcripts/rtF8Y8JOMdQ.en.txt,2,6616,37913
rwqxnCbrMsI,rwqxnCbrMsI.en-orig.txt,data/transcripts/rwqxnCbrMsI.en-orig.txt,1,1080,5672
seEJzf3xKuk,seEJzf3xKuk.txt,data/transcripts/seEJzf3xKuk.txt,4,10606,60283
sgYj-8_vS2k,sgYj-8_vS2k.txt,data/transcripts/sgYj-8_vS2k.txt,4,13742,75699
smd0j-mQSMg,smd0j-mQSMg.txt,data/transcripts/smd0j-mQSMg.txt,4,5158,33894
tWoy_ZYtB40,tWoy_ZYtB40.en-orig.txt,data/transcripts/tWoy_ZYtB40.en-orig.txt,1,1085,5556
tptJW8Syu70,tptJW8Syu70.txt,data/transcripts/tptJW8Syu70.txt,4,199,858
tv95dQ14_Ic,tv95dQ14_Ic.en.txt,data/transcripts/tv95dQ14_Ic.en.txt,2,6,44
uX6PURK-u3I,uX6PURK-u3I.en-orig.txt,data/transcripts/uX6PURK-u3I.en-orig.txt,1,261,1291
ulZk2QveRpk,ulZk2QveRpk.en-orig.txt,data/transcripts/ulZk2QveRpk.en-orig.txt,1,281,1510
umFpN_DcmMQ,umFpN_DcmMQ.txt,data/transcripts/umFpN_DcmMQ.txt,4,1308,7629
uoq-XklrKTY,uoq-XklrKTY.txt,data/transcripts/uoq-XklrKTY.txt,4,1305,7188
uxTNtXRP7A4,uxTNtXRP7A4.txt,data/transcripts/uxTNtXRP7A4.txt,4,11437,64653
uz5raB6x-vU,uz5raB6x-vU.en-orig.txt,data/transcripts/uz5raB6x-vU.en-orig.txt,1,5,31
v4keIoV9bL0,v4keIoV9bL0.txt,data/transcripts/v4keIoV9bL0.txt,4,9940,46269
v9gRLeQwbq0,v9gRLeQwbq0.en-orig.txt,data/transcripts/v9gRLeQwbq0.en-orig.txt,1,944,5148
vQ7ZvPghdy8,vQ7ZvPghdy8.en.txt,data/transcripts/vQ7ZvPghdy8.en.txt,2,1684,9178
vTy3n0WNsKw,vTy3n0WNsKw.txt,data/transcripts/vTy3n0WNsKw.txt,4,1007,4778
vyuVgYsUY24,vyuVgYsUY24.en-orig.txt,data/transcripts/vyuVgYsUY24.en-orig.txt,1,296,1639
w3oYX7jaC1w,w3oYX7jaC1w.txt,data/transcripts/w3oYX7jaC1w.txt,4,733,3530
w9ifmlcu8eg,w9ifmlcu8eg.txt,data/transcripts/w9ifmlcu8eg.txt,4,1572,8359
w9wacV68ScE,w9wacV68ScE.en-orig.txt,data/transcripts/w9wacV68ScE.en-orig.txt,1,8,59
w_GjTWW5jPk,w_GjTWW5jPk.txt,data/transcripts/w_GjTWW5jPk.txt,4,4854,25773
wtEaDOwgC_4,wtEaDOwgC_4.txt,data/transcripts/wtEaDOwgC_4.txt,4,982,5537
x-F7IDlG0f0,x-F7IDlG0f0.txt,data/transcripts/x-F7IDlG0f0.txt,4,2430,12839
xhdR-Cmk31E,xhdR-Cmk31E.en-orig.txt,data/transcripts/xhdR-Cmk31E.en-orig.txt,1,608,3488
xvr75gbVs5A,xvr75gbVs5A.en-orig.txt,data/transcripts/xvr75gbVs5A.en-orig.txt,1,2274,12151
y7xNiREqa9M,y7xNiREqa9M.en-orig.txt,data/transcripts/y7xNiREqa9M.en-orig.txt,1,12510,67920
y8aiwgZpzmo,y8aiwgZpzmo.en-orig.txt,data/transcripts/y8aiwgZpzmo.en-orig.txt,1,4130,21373
y9yZYylDQ4I,y9yZYylDQ4I.txt,data/transcripts/y9yZYylDQ4I.txt,4,3743,20083
yJmMYPRU_UI,yJmMYPRU_UI.en-orig.txt,data/transcripts/yJmMYPRU_UI.en-orig.txt,1,1989,11407
yP__PsrX80A,yP__PsrX80A.en-orig.txt,data/transcripts/yP__PsrX80A.en-orig.txt,1,361,2005
yQYJQ5cZ-bM,yQYJQ5cZ-bM.txt,data/transcripts/yQYJQ5cZ-bM.txt,4,25710,132081
ymymYY2d-Bs,ymymYY2d-Bs.en-orig.txt,data/transcripts/ymymYY2d-Bs.en-orig.txt,1,102,528
ypMTDHZBmAs,ypMTDHZBmAs.en-orig.txt,data/transcripts/ypMTDHZBmAs.en-orig.txt,1,290,1540
ywL_5NITNeY,ywL_5NITNeY.en-orig.txt,data/transcripts/ywL_5NITNeY.en-orig.txt,1,1791,9072
ywfhwx8ZDHo,ywfhwx8ZDHo.en-orig.txt,data/transcripts/ywfhwx8ZDHo.en-orig.txt,1,2971,15860
z-bhOiKg45o,z-bhOiKg45o.en.txt,data/transcripts/z-bhOiKg45o.en.txt,2,434,2585
z98ZKHcuhlc,z98ZKHcuhlc.en-orig.txt,data/transcripts/z98ZKHcuhlc.en-orig.txt,1,437,2429
zS90yaIFer0,zS90yaIFer0.en-orig.txt,data/transcripts/zS90yaIFer0.en-orig.txt,1,15291,79533
zSBRpLsXGmg,zSBRpLsXGmg.en-orig.txt,data/transcripts/zSBRpLsXGmg.en-orig.txt,1,845,4457
znt2Wu6eXm0,znt2Wu6eXm0.en-orig.txt,data/transcripts/znt2Wu6eXm0.en-orig.txt,1,12,73
zpbGQYHV3Gc,zpbGQYHV3Gc.en-orig.txt,data/transcripts/zpbGQYHV3Gc.en-orig.txt,1,574,3224
